project,text,actual_types,predicted_types,preprocessed_tokens
15,The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported.,availability|performance,availability|performance,rf avail especi budget period rf avail time year budget period time becom avail within hour time situat report
15,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.,operational,scalability|security|usability,user workstat meet minimum hardwar requir prior implement minimum hard disk space mb
15,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,operational,scalability|security|usability,user workstat meet minimum softwar requir prior implement microsoft internet explor microsoft net framework microsoft internet explor web control
15,The RFS system should be able to easily interface with the BDW environment in order to load the data. Seven data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.,operational|performance,availability|look-and-feel|operational|performance|scalability|usability,rf abl easili interfac bdw environ order load data seven data file receiv bdw load rf within hour one day prior start budget process everi year data octob month end test file load time throughout year bdw
15,Changes to revenue and expense formulae must be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance.,legal|maintainability,maintainability|performance,chang revenu expens formula appli rf everi year prior budget process start revenu expens formula updat within one week receipt week allot test budget calcul conduct jointli project develop team pcg financ
15,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process.,availability|maintainability,availability|maintainability,new branch complex district region revenu expens account ad bdw reflect rf entiti mention avail octob month end load rf prior budget start process
15,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it.,security,look-and-feel|security|usability,author user access rf user exist ua rf assign role access rf use
15,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role.,security,performance|security|usability,user access limit permiss grant role level pcg hierarchi assign role user assign role access function within rf depend privileg permiss assign role
15,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,legal|look-and-feel,legal|look-and-feel|maintainability,compli intranet page standard requir enet secur look feel approv architectur group prior implement remain correct approv within one month releas
15,The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,look-and-feel,functional,intranet page display appropri resolut x higher display page correct resolut prior implement remain correct within week notif incorrect display
15,The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.,usability,availability|look-and-feel|operational|performance|scalability|security|usability,user abl easili use success complet budget within stipul time complet week train prior implement user complet budget within stipul time
15,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.,availability|performance,availability|look-and-feel|operational|performance,interfac fast respons time interfac exceed second time time respons time second second
